Time(s), Pan(degree), ToF(mm)
1494.77,47.0,109.0
1494.97,48.0,109.0
1495.17,49.0,123.0
1495.38,50.0,128.0
1495.58,51.0,135.0
1495.78,52.0,148.0
1495.98,53.0,152.0
1496.18,54.0,149.0
1496.38,55.0,183.0
1496.59,56.0,255.0
1496.79,57.0,200.0
1496.99,58.0,8190.0
1497.19,59.0,980.0
1497.39,60.0,8190.0
1497.59,61.0,8190.0
1497.8,62.0,754.0
1498.0,63.0,8190.0
1498.2,64.0,8190.0
1498.4,65.0,8190.0
1498.6,66.0,8191.0
1498.81,67.0,8191.0
1499.01,68.0,8191.0
1499.21,69.0,8190.0
1499.41,70.0,8191.0
1499.61,71.0,170.0
1499.81,72.0,123.0
1500.02,73.0,201.0
1500.22,74.0,170.0
1500.42,75.0,155.0
1500.62,76.0,148.0
1500.82,77.0,146.0
1501.02,78.0,134.0
1501.22,79.0,136.0
1501.43,80.0,132.0
1501.63,81.0,120.0
1501.83,82.0,119.0
1502.03,83.0,115.0
1502.23,84.0,130.0
1502.44,85.0,122.0
1502.64,86.0,138.0
1502.84,87.0,125.0
1503.04,88.0,133.0
1503.24,89.0,142.0
1503.44,90.0,150.0
1503.65,91.0,164.0
1503.85,90.0,162.0
1504.05,89.0,128.0
1504.25,88.0,128.0
1504.45,87.0,123.0
1504.65,86.0,135.0
1504.86,85.0,133.0
1505.06,84.0,140.0
1505.26,83.0,116.0
1505.46,82.0,111.0
1505.66,81.0,106.0
1505.86,80.0,128.0
1506.07,79.0,124.0
1506.27,78.0,140.0
1506.47,77.0,157.0
1506.67,76.0,133.0
1506.87,75.0,160.0
1507.07,74.0,176.0
1507.28,73.0,219.0
1507.48,72.0,8190.0
1507.68,71.0,206.0
1507.88,70.0,8191.0
1508.08,69.0,8191.0
1508.29,68.0,8190.0
1508.49,67.0,8191.0
1508.69,66.0,8190.0
1508.89,65.0,8191.0
1509.09,64.0,8191.0
1509.29,63.0,8190.0
1509.5,62.0,8191.0
1509.7,61.0,8190.0
1509.9,60.0,8191.0
1510.1,59.0,1015.0
1510.3,58.0,8190.0
1510.5,57.0,8190.0
1510.71,56.0,194.0
1510.91,55.0,175.0
1511.11,54.0,162.0
1511.31,53.0,152.0
1511.51,52.0,142.0
1511.71,51.0,134.0
1511.92,50.0,125.0
1512.12,49.0,117.0
1512.32,48.0,114.0
1512.52,47.0,107.0
1512.72,46.0,106.0
1512.93,45.0,103.0
1513.13,44.0,101.0
1513.33,43.0,100.0
1513.53,42.0,100.0
1513.73,41.0,98.0
1513.93,40.0,98.0
1514.13,39.0,101.0
1514.34,38.0,103.0
1514.54,37.0,104.0
1514.74,36.0,102.0
1514.94,35.0,105.0
1515.14,34.0,104.0
1515.34,33.0,103.0
1515.55,32.0,105.0
1515.75,31.0,104.0
1515.95,30.0,104.0
1516.15,29.0,102.0
1516.35,28.0,105.0
1516.56,27.0,102.0
1516.76,26.0,104.0
1516.96,25.0,102.0
1517.16,24.0,105.0
1517.36,23.0,105.0
1517.56,22.0,107.0
1517.77,21.0,104.0
1517.97,20.0,107.0
1518.17,19.0,105.0
1518.37,18.0,107.0
1518.57,17.0,108.0
1518.77,16.0,109.0
1518.98,15.0,108.0
1519.18,14.0,107.0
1519.38,13.0,110.0
1519.58,12.0,108.0
1519.78,11.0,110.0
1519.98,10.0,112.0
1520.19,9.0,113.0
1520.39,8.0,110.0
1520.59,7.0,110.0
1520.79,6.0,113.0
1520.99,5.0,109.0
1521.19,4.0,114.0
1521.4,3.0,115.0
1521.6,2.0,115.0
1521.8,1.0,120.0
1522.0,0.0,124.0
1522.2,-1.0,123.0
1522.4,0.0,123.0
1522.6,1.0,126.0
1522.81,2.0,115.0
1523.01,3.0,111.0
1523.21,4.0,115.0
1523.41,5.0,111.0
1523.61,6.0,112.0
1523.81,7.0,109.0
1524.02,8.0,110.0
1524.22,9.0,114.0
1524.42,10.0,111.0
1524.62,11.0,108.0
1524.82,12.0,108.0
1525.03,13.0,111.0
1525.23,14.0,108.0
1525.43,15.0,109.0
1525.63,16.0,107.0
1525.83,17.0,105.0
1526.03,18.0,108.0
1526.23,19.0,105.0
1526.44,20.0,107.0
1526.64,21.0,105.0
1526.84,22.0,106.0
1527.04,23.0,106.0
1527.24,24.0,105.0
1527.44,25.0,105.0
1527.65,26.0,105.0
1527.85,27.0,101.0
1528.05,28.0,104.0
1528.25,29.0,103.0
1528.45,30.0,103.0
1528.66,31.0,103.0
1528.86,32.0,105.0
1529.06,33.0,103.0
1529.26,34.0,104.0
1529.46,35.0,104.0
1529.66,36.0,103.0
1529.87,37.0,104.0
1530.07,38.0,105.0
1530.27,39.0,99.0
1530.47,40.0,100.0
1530.67,41.0,99.0
1530.87,42.0,96.0
1531.08,43.0,102.0
1531.28,44.0,101.0
1531.48,45.0,100.0
1531.68,46.0,105.0
1531.88,47.0,110.0
1532.08,48.0,114.0
1532.29,49.0,121.0
1532.49,50.0,128.0
1532.69,51.0,137.0
1532.89,52.0,146.0
1533.09,53.0,152.0
1533.29,54.0,152.0
1533.5,55.0,195.0
1533.7,56.0,196.0
1533.9,57.0,312.0
1534.1,58.0,8190.0
1534.3,59.0,8190.0
1534.5,60.0,8190.0
1534.71,61.0,8191.0
1534.91,62.0,8191.0
1535.11,63.0,8190.0
1535.31,64.0,8191.0
1535.51,65.0,8191.0
1535.71,66.0,8191.0
1535.92,67.0,8190.0
1536.12,68.0,8191.0
1536.32,69.0,8190.0
1536.52,70.0,8191.0
1536.72,71.0,203.0
1536.93,72.0,192.0
1537.13,73.0,8190.0
1537.33,74.0,8190.0
1537.53,75.0,154.0
1537.73,76.0,145.0
1537.93,77.0,135.0
1538.14,78.0,130.0
1538.34,79.0,140.0
1538.54,80.0,130.0
1538.74,81.0,122.0
1538.94,82.0,116.0
1539.14,83.0,108.0
1539.35,84.0,108.0
1539.55,85.0,116.0
1539.75,86.0,127.0
1539.95,87.0,116.0
1540.15,88.0,135.0
1540.35,89.0,152.0
1540.56,90.0,152.0
1540.76,91.0,170.0
1540.96,90.0,156.0
1541.16,89.0,128.0
1541.36,88.0,129.0
1541.56,87.0,133.0
1541.77,86.0,119.0
1541.97,85.0,118.0
1542.17,84.0,124.0
1542.37,83.0,124.0
1542.57,82.0,120.0
1542.78,81.0,116.0
1542.98,80.0,125.0
1543.18,79.0,122.0
1543.38,78.0,136.0
1543.58,77.0,154.0
1543.78,76.0,143.0
1543.98,75.0,139.0
1544.19,74.0,171.0
1544.39,73.0,149.0
1544.59,72.0,8190.0
1544.79,71.0,8190.0
1544.99,70.0,8191.0
1545.19,69.0,8191.0
1545.4,68.0,8190.0
1545.6,67.0,8190.0
1545.8,66.0,8190.0
1546.0,65.0,8190.0
1546.2,64.0,8190.0
1546.41,63.0,8191.0
1546.61,62.0,8191.0
1546.81,61.0,8191.0
1547.01,60.0,8191.0
1547.21,59.0,8190.0
1547.42,58.0,377.0
1547.62,57.0,311.0
1547.82,56.0,8190.0
1548.02,55.0,178.0
1548.22,54.0,163.0
1548.42,53.0,153.0
1548.63,52.0,142.0
1548.83,51.0,135.0
1549.03,50.0,125.0
1549.23,49.0,121.0
1549.43,48.0,114.0
1549.63,47.0,106.0
1549.83,46.0,107.0
1550.04,45.0,104.0
1550.24,44.0,103.0
1550.44,43.0,97.0
1550.64,42.0,100.0
1550.84,41.0,99.0
1551.05,40.0,102.0
1551.25,39.0,102.0
1551.45,38.0,102.0
1551.65,37.0,105.0
1551.85,36.0,103.0
1552.05,35.0,102.0
1552.26,34.0,103.0
1552.46,33.0,103.0
1552.66,32.0,103.0
1552.86,31.0,101.0
1553.06,30.0,104.0
1553.26,29.0,102.0
1553.47,28.0,104.0
1553.67,27.0,104.0
1553.87,26.0,105.0
1554.07,25.0,103.0
1554.27,24.0,107.0
1554.47,23.0,106.0
1554.68,22.0,106.0
1554.88,21.0,105.0
1555.08,20.0,106.0
1555.28,19.0,108.0
1555.48,18.0,109.0
1555.68,17.0,108.0
1555.89,16.0,104.0
1556.09,15.0,107.0
1556.29,14.0,107.0
1556.49,13.0,109.0
1556.69,12.0,109.0
1556.89,11.0,111.0
1557.1,10.0,111.0
1557.3,9.0,110.0
1557.5,8.0,112.0
1557.7,7.0,110.0
1557.9,6.0,110.0
1558.1,5.0,111.0
1558.31,4.0,113.0
1558.51,3.0,116.0
1558.71,2.0,117.0
1558.91,1.0,120.0
1559.11,0.0,126.0
1559.31,-1.0,125.0
1559.52,0.0,126.0
1559.72,1.0,124.0
1559.92,2.0,115.0
1560.12,3.0,115.0
1560.32,4.0,113.0
1560.52,5.0,113.0
1560.73,6.0,111.0
1560.93,7.0,110.0
1561.13,8.0,111.0
1561.33,9.0,110.0
1561.53,10.0,110.0
1561.73,11.0,110.0
1561.94,12.0,109.0
1562.14,13.0,110.0
1562.34,14.0,109.0
1562.54,15.0,107.0
1562.74,16.0,109.0
1562.94,17.0,108.0
1563.15,18.0,105.0
1563.35,19.0,105.0
1563.55,20.0,105.0
1563.75,21.0,107.0
1563.95,22.0,105.0
1564.15,23.0,103.0
1564.36,24.0,103.0
1564.56,25.0,103.0
1564.76,26.0,104.0
1564.96,27.0,104.0
1565.16,28.0,102.0
1565.36,29.0,103.0
1565.57,30.0,105.0
1565.77,31.0,104.0
1565.97,32.0,104.0
1566.17,33.0,103.0
1566.37,34.0,100.0
1566.57,35.0,101.0
1566.78,36.0,105.0
1566.98,37.0,104.0
1567.18,38.0,102.0
1567.38,39.0,103.0
1567.58,40.0,100.0
1567.79,41.0,101.0
1567.99,42.0,97.0
1568.19,43.0,99.0
1568.39,44.0,102.0
1568.59,45.0,102.0
1568.79,46.0,103.0
1569.0,47.0,110.0
1569.2,48.0,110.0
1569.4,49.0,123.0
1569.6,50.0,123.0
1569.8,51.0,138.0
1570.0,52.0,138.0
1570.2,53.0,159.0
1570.41,54.0,159.0
1570.61,55.0,181.0
1570.81,56.0,220.0
1571.01,57.0,224.0
1571.21,58.0,8191.0
1571.42,59.0,8190.0
1571.62,60.0,1148.0
1571.82,61.0,8190.0
1572.02,62.0,8190.0
1572.22,63.0,8191.0
1572.42,64.0,8191.0
1572.63,65.0,8190.0
1572.83,66.0,8191.0
1573.03,67.0,8191.0
1573.23,68.0,8191.0
1573.43,69.0,8190.0
1573.64,70.0,8191.0
1573.84,71.0,221.0
1574.04,72.0,175.0
1574.24,73.0,167.0
1574.44,74.0,194.0
1574.64,75.0,156.0
1574.84,76.0,147.0
1575.05,77.0,144.0
1575.25,78.0,129.0
1575.45,79.0,138.0
1575.65,80.0,120.0
1575.85,81.0,111.0
1576.06,82.0,108.0
1576.26,83.0,125.0
1576.46,84.0,122.0
1576.66,85.0,119.0
1576.86,86.0,120.0
1577.06,87.0,137.0
1577.27,88.0,123.0
1577.47,89.0,135.0
1577.67,90.0,150.0
1577.87,91.0,167.0
1578.07,90.0,165.0
1578.27,89.0,134.0
1578.48,88.0,128.0
1578.68,87.0,127.0
1578.88,86.0,132.0
1579.08,85.0,118.0
1579.28,84.0,118.0
1579.48,83.0,113.0
1579.69,82.0,122.0
1579.89,81.0,106.0
1580.09,80.0,112.0
1580.29,79.0,135.0
1580.49,78.0,153.0
1580.69,77.0,140.0
1580.9,76.0,152.0
1581.1,75.0,175.0
1581.3,74.0,158.0
1581.5,73.0,153.0
1581.7,72.0,8190.0
1581.9,71.0,8190.0
1582.11,70.0,262.0
1582.31,69.0,8191.0
1582.51,68.0,8191.0
1582.71,67.0,8191.0
1582.91,66.0,8190.0
1583.11,65.0,8190.0
1583.32,64.0,8191.0
1583.52,63.0,8191.0
1583.72,62.0,8190.0
1583.92,61.0,8190.0
1584.12,60.0,997.0
1584.32,59.0,8191.0
1584.53,58.0,700.0
1584.73,57.0,261.0
1584.93,56.0,263.0
1585.13,55.0,175.0
1585.33,54.0,165.0
1585.54,53.0,147.0
1585.74,52.0,141.0
1585.94,51.0,133.0
1586.14,50.0,124.0
1586.34,49.0,119.0
1586.54,48.0,113.0
1586.75,47.0,105.0
1586.95,46.0,103.0
1587.15,45.0,102.0
1587.35,44.0,101.0
1587.55,43.0,100.0
1587.76,42.0,98.0
1587.96,41.0,101.0
1588.16,40.0,101.0
1588.36,39.0,100.0
1588.56,38.0,101.0
1588.76,37.0,101.0
1588.96,36.0,104.0
1589.17,35.0,102.0
1589.37,34.0,104.0
1589.57,33.0,102.0
1589.77,32.0,101.0
1589.97,31.0,103.0
1590.17,30.0,102.0
1590.38,29.0,104.0
1590.58,28.0,104.0
1590.78,27.0,103.0
1590.98,26.0,102.0
1591.18,25.0,105.0
1591.39,24.0,106.0
1591.59,23.0,108.0
1591.79,22.0,106.0
1591.99,21.0,106.0
1592.19,20.0,105.0
1592.39,19.0,107.0
1592.59,18.0,105.0
1592.8,17.0,107.0
1593.0,16.0,108.0
1593.2,15.0,107.0
1593.4,14.0,110.0
1593.6,13.0,108.0
1593.81,12.0,109.0
1594.01,11.0,109.0
1594.21,10.0,110.0
1594.41,9.0,112.0
1594.61,8.0,110.0
1594.81,7.0,110.0
1595.02,6.0,110.0
1595.22,5.0,111.0
1595.42,4.0,111.0
1595.62,3.0,114.0
1595.82,2.0,116.0
1596.02,1.0,116.0
1596.22,0.0,120.0
1596.43,-1.0,120.0
1596.63,0.0,122.0
1596.83,1.0,121.0
1597.03,2.0,114.0
1597.23,3.0,114.0
1597.44,4.0,111.0
1597.64,5.0,111.0
1597.84,6.0,110.0
1598.04,7.0,110.0
1598.24,8.0,112.0
1598.44,9.0,111.0
1598.65,10.0,111.0
1598.85,11.0,109.0
1599.05,12.0,111.0
1599.25,13.0,109.0
1599.45,14.0,109.0
1599.65,15.0,107.0
1599.85,16.0,107.0
1600.06,17.0,106.0
1600.26,18.0,105.0
1600.46,19.0,105.0
1600.66,20.0,105.0
1600.86,21.0,102.0
1601.06,22.0,104.0
1601.27,23.0,106.0
1601.47,24.0,104.0
1601.67,25.0,103.0
1601.87,26.0,104.0
1602.07,27.0,104.0
1602.28,28.0,104.0
1602.48,29.0,102.0
1602.68,30.0,103.0
1602.88,31.0,104.0
1603.08,32.0,104.0
1603.28,33.0,104.0
1603.48,34.0,105.0
1603.69,35.0,103.0
1603.89,36.0,103.0
1604.09,37.0,100.0
1604.29,38.0,103.0
1604.49,39.0,99.0
1604.7,40.0,101.0
1604.9,41.0,102.0
1605.1,42.0,100.0
1605.3,43.0,100.0
1605.5,44.0,103.0
1605.7,45.0,102.0
1605.91,46.0,106.0
1606.11,47.0,106.0
1606.31,48.0,115.0
1606.51,49.0,116.0
1606.71,50.0,130.0
1606.92,51.0,131.0
1607.12,52.0,145.0
1607.32,53.0,156.0
1607.52,54.0,154.0
1607.72,55.0,198.0
1607.92,56.0,8190.0
1608.13,57.0,256.0
1608.33,58.0,8190.0
1608.53,59.0,832.0
1608.73,60.0,8190.0
1608.93,61.0,8191.0
1609.13,62.0,8191.0
1609.33,63.0,8191.0
1609.54,64.0,8190.0
1609.74,65.0,8191.0
1609.94,66.0,8190.0
1610.14,67.0,8190.0
1610.34,68.0,8191.0
1610.55,69.0,8191.0
1610.75,70.0,8191.0
1610.95,71.0,8190.0
1611.15,72.0,193.0
1611.35,73.0,8190.0
1611.55,74.0,169.0
1611.76,75.0,149.0
1611.96,76.0,143.0
1612.16,77.0,126.0
1612.36,78.0,128.0
1612.56,79.0,135.0
1612.77,80.0,125.0
1612.97,81.0,118.0
1613.17,82.0,128.0
1613.37,83.0,112.0
1613.57,84.0,124.0
1613.77,85.0,124.0
1613.97,86.0,128.0
1614.18,87.0,133.0
1614.38,88.0,137.0
1614.58,89.0,141.0
1614.78,90.0,147.0
1614.98,91.0,149.0
1615.18,90.0,163.0
1615.39,89.0,137.0
1615.59,88.0,116.0
1615.79,87.0,134.0
1615.99,86.0,132.0
1616.19,85.0,112.0
1616.4,84.0,131.0
1616.6,83.0,104.0
1616.8,82.0,116.0
1617.0,81.0,113.0
1617.2,80.0,128.0
1617.4,79.0,121.0
1617.6,78.0,144.0
1617.81,77.0,149.0
1618.01,76.0,141.0
1618.21,75.0,131.0
1618.41,74.0,183.0
1618.61,73.0,180.0
1618.82,72.0,8190.0
1619.02,71.0,8191.0
1619.22,70.0,8190.0
1619.42,69.0,8191.0
1619.62,68.0,8190.0
1619.82,67.0,8190.0
1620.03,66.0,8191.0
1620.23,65.0,8191.0
1620.43,64.0,8191.0
1620.63,63.0,8190.0
1620.83,62.0,8191.0
1621.04,61.0,8190.0
1621.24,60.0,8190.0
1621.44,59.0,8191.0
1621.64,58.0,8191.0
1621.84,57.0,8190.0
1622.04,56.0,181.0
1622.25,55.0,166.0
1622.45,54.0,175.0
1622.65,53.0,144.0
1622.85,52.0,140.0
1623.05,51.0,133.0
1623.25,50.0,129.0
1623.45,49.0,117.0
1623.66,48.0,112.0
1623.86,47.0,110.0
1624.06,46.0,105.0
1624.26,45.0,100.0
1624.46,44.0,101.0
1624.67,43.0,99.0
1624.87,42.0,101.0
1625.07,41.0,98.0
1625.27,40.0,100.0
1625.47,39.0,103.0
1625.67,38.0,102.0
1625.88,37.0,103.0
1626.08,36.0,101.0
1626.28,35.0,106.0
1626.48,34.0,101.0
1626.68,33.0,104.0
1626.88,32.0,102.0
1627.08,31.0,103.0
1627.29,30.0,103.0
1627.49,29.0,101.0
1627.69,28.0,104.0
1627.89,27.0,103.0
1628.09,26.0,102.0
1628.3,25.0,102.0
1628.5,24.0,105.0
1628.7,23.0,104.0
1628.9,22.0,105.0
1629.1,21.0,107.0
1629.3,20.0,106.0
1629.51,19.0,107.0
1629.71,18.0,107.0
1629.91,17.0,105.0
1630.11,16.0,109.0
1630.31,15.0,106.0
1630.52,14.0,109.0
1630.72,13.0,108.0
1630.92,12.0,108.0
1631.12,11.0,109.0
1631.32,10.0,110.0
1631.52,9.0,112.0
1631.72,8.0,110.0
1631.93,7.0,109.0
1632.13,6.0,108.0
1632.33,5.0,109.0
1632.53,4.0,114.0
1632.73,3.0,114.0
1632.93,2.0,119.0
1633.14,1.0,116.0
1633.34,0.0,123.0
1633.54,-1.0,123.0
1633.74,0.0,122.0
1633.94,1.0,122.0
1634.15,2.0,115.0
1634.35,3.0,115.0
1634.55,4.0,111.0
1634.75,5.0,112.0
1634.95,6.0,110.0
1635.15,7.0,111.0
1635.35,8.0,109.0
1635.56,9.0,110.0
1635.76,10.0,111.0
1635.96,11.0,108.0
1636.16,12.0,110.0
1636.36,13.0,109.0
1636.56,14.0,108.0
1636.77,15.0,107.0
1636.97,16.0,107.0
1637.17,17.0,104.0
1637.37,18.0,107.0
1637.57,19.0,105.0
1637.78,20.0,106.0
1637.98,21.0,106.0
1638.18,22.0,105.0
1638.38,23.0,105.0
1638.58,24.0,106.0
1638.78,25.0,105.0
1638.98,26.0,104.0
1639.19,27.0,104.0
1639.39,28.0,105.0
1639.59,29.0,104.0
1639.79,30.0,103.0
1639.99,31.0,102.0
1640.19,32.0,102.0
1640.4,33.0,103.0
1640.6,34.0,102.0
1640.8,35.0,105.0
1641.0,36.0,104.0
1641.2,37.0,102.0
1641.41,38.0,105.0
1641.61,39.0,102.0
1641.81,40.0,100.0
1642.01,41.0,99.0
1642.21,42.0,101.0
1642.41,43.0,98.0
1642.61,44.0,101.0
1642.82,45.0,102.0
1643.02,46.0,105.0
1643.22,47.0,108.0
1643.42,48.0,115.0
1643.62,49.0,113.0
1643.83,50.0,129.0
1644.03,51.0,130.0
1644.23,52.0,151.0
1644.43,53.0,151.0
1644.63,54.0,170.0
1644.83,55.0,177.0
1645.04,56.0,229.0
1645.24,57.0,236.0
1645.44,58.0,8191.0
1645.64,59.0,8191.0
1645.84,60.0,8190.0
1646.04,61.0,8191.0
1646.25,62.0,8191.0
1646.45,63.0,8190.0
1646.65,64.0,8191.0
1646.85,65.0,8190.0
1647.05,66.0,8191.0
1647.26,67.0,8191.0
1647.46,68.0,8190.0
1647.66,69.0,8191.0
1647.86,70.0,8191.0
1648.06,71.0,8190.0
1648.26,72.0,214.0
1648.46,73.0,178.0
1648.67,74.0,180.0
1648.87,75.0,151.0
1649.07,76.0,148.0
1649.27,77.0,142.0
1649.47,78.0,128.0
1649.68,79.0,141.0
1649.88,80.0,121.0
1650.08,81.0,122.0
1650.28,82.0,112.0
1650.48,83.0,117.0
1650.68,84.0,131.0
1650.89,85.0,120.0
1651.09,86.0,118.0
1651.29,87.0,128.0
1651.49,88.0,119.0
1651.69,89.0,142.0
1651.89,90.0,159.0
1652.1,91.0,158.0
1652.3,90.0,161.0
1652.5,89.0,131.0
1652.7,88.0,114.0
1652.9,87.0,118.0
1653.1,86.0,115.0
1653.31,85.0,130.0
1653.51,84.0,111.0
1653.71,83.0,126.0
1653.91,82.0,124.0
1654.11,81.0,100.0
1654.31,80.0,125.0
1654.52,79.0,132.0
1654.72,78.0,128.0
1654.92,77.0,138.0
1655.12,76.0,145.0
1655.32,75.0,160.0
1655.53,74.0,167.0
1655.73,73.0,182.0
1655.93,72.0,8190.0
1656.13,71.0,220.0
1656.33,70.0,8190.0
1656.53,69.0,8191.0
1656.73,68.0,8191.0
1656.94,67.0,8191.0
1657.14,66.0,8190.0
1657.34,65.0,8191.0
1657.54,64.0,8190.0
1657.74,63.0,8190.0
1657.95,62.0,8191.0
1658.15,61.0,8191.0
1658.35,60.0,8191.0
1658.55,59.0,8191.0
1658.75,58.0,412.0
1658.95,57.0,385.0
1659.16,56.0,192.0
1659.36,55.0,207.0
1659.56,54.0,167.0
1659.76,53.0,149.0
1659.96,52.0,142.0
1660.17,51.0,132.0
1660.37,50.0,130.0
1660.57,49.0,120.0
1660.77,48.0,115.0
1660.97,47.0,107.0
1661.17,46.0,104.0
1661.37,45.0,104.0
1661.58,44.0,99.0
1661.78,43.0,99.0
1661.98,42.0,99.0
1662.18,41.0,98.0
1662.38,40.0,99.0
1662.58,39.0,103.0
1662.79,38.0,103.0
1662.99,37.0,102.0
1663.19,36.0,103.0
1663.39,35.0,105.0
1663.59,34.0,104.0
1663.8,33.0,102.0
1664.0,32.0,101.0
1664.2,31.0,101.0
1664.4,30.0,104.0
1664.6,29.0,101.0
1664.8,28.0,102.0
1665.01,27.0,103.0
1665.21,26.0,102.0
1665.41,25.0,104.0
1665.61,24.0,103.0
1665.81,23.0,106.0
1666.01,22.0,105.0
1666.21,21.0,105.0
1666.42,20.0,104.0
1666.62,19.0,106.0
1666.82,18.0,106.0
1667.02,17.0,107.0
1667.22,16.0,111.0
1667.43,15.0,108.0
1667.63,14.0,107.0
1667.83,13.0,107.0
1668.03,12.0,113.0
1668.23,11.0,109.0
1668.43,10.0,111.0
1668.64,9.0,111.0
1668.84,8.0,112.0
1669.04,7.0,112.0
1669.24,6.0,111.0
1669.44,5.0,113.0
1669.64,4.0,114.0
1669.85,3.0,115.0
1670.05,2.0,114.0
1670.25,1.0,120.0
1670.45,0.0,124.0
1670.65,-1.0,123.0
1670.85,0.0,124.0
1671.06,1.0,123.0
1671.26,2.0,117.0
1671.46,3.0,117.0
1671.66,4.0,111.0
1671.86,5.0,113.0
1672.06,6.0,112.0
1672.27,7.0,112.0
1672.47,8.0,111.0
1672.67,9.0,112.0
1672.87,10.0,112.0
1673.07,11.0,110.0
1673.27,12.0,109.0
1673.47,13.0,108.0
1673.68,14.0,108.0
1673.88,15.0,104.0
1674.08,16.0,107.0
1674.28,17.0,106.0
1674.48,18.0,108.0
1674.69,19.0,107.0
1674.89,20.0,107.0
1675.09,21.0,104.0
1675.29,22.0,103.0
1675.49,23.0,105.0
1675.69,24.0,104.0
1675.9,25.0,104.0
1676.1,26.0,103.0
1676.3,27.0,103.0
1676.5,28.0,104.0
1676.7,29.0,105.0
1676.9,30.0,103.0
1677.11,31.0,103.0
1677.31,32.0,107.0
1677.51,33.0,103.0
1677.71,34.0,106.0
1677.91,35.0,104.0
1678.11,36.0,103.0
1678.31,37.0,100.0
1678.52,38.0,102.0
1678.72,39.0,101.0
1678.92,40.0,99.0
1679.12,41.0,99.0
1679.32,42.0,100.0
1679.53,43.0,101.0
1679.73,44.0,99.0
1679.93,45.0,102.0
1680.13,46.0,106.0
1680.33,47.0,108.0
1680.53,48.0,111.0
1680.74,49.0,123.0
1680.94,50.0,126.0
1681.14,51.0,134.0
1681.34,52.0,142.0
1681.54,53.0,150.0
1681.74,54.0,155.0
1681.95,55.0,198.0
1682.15,56.0,224.0
1682.35,57.0,258.0
1682.55,58.0,8190.0
1682.75,59.0,623.0
1682.95,60.0,8190.0
1683.16,61.0,8190.0
1683.36,62.0,8191.0
1683.56,63.0,8191.0
1683.76,64.0,8190.0
1683.96,65.0,8190.0
1684.17,66.0,8191.0
1684.37,67.0,8191.0
1684.57,68.0,8191.0
1684.77,69.0,8191.0
1684.97,70.0,8190.0
1685.17,71.0,8190.0
1685.38,72.0,191.0
1685.58,73.0,199.0
1685.78,74.0,144.0
1685.98,75.0,150.0
1686.18,76.0,146.0
1686.38,77.0,149.0
1686.59,78.0,135.0
1686.79,79.0,145.0
1686.99,80.0,125.0
1687.19,81.0,130.0
1687.39,82.0,121.0
1687.59,83.0,136.0
1687.8,84.0,107.0
1688.0,85.0,121.0
1688.2,86.0,125.0
1688.4,87.0,139.0
1688.6,88.0,132.0
1688.8,89.0,138.0
1689.01,90.0,147.0
1689.21,91.0,148.0
1689.41,90.0,165.0
1689.61,89.0,120.0
1689.81,88.0,143.0
1690.01,87.0,117.0
1690.22,86.0,119.0
1690.42,85.0,136.0
1690.62,84.0,122.0
1690.82,83.0,113.0
1691.02,82.0,125.0
1691.22,81.0,120.0
1691.43,80.0,122.0
1691.63,79.0,130.0
1691.83,78.0,136.0
1692.03,77.0,162.0
1692.23,76.0,161.0
1692.44,75.0,168.0
1692.64,74.0,179.0
1692.84,73.0,141.0
1693.04,72.0,209.0
1693.24,71.0,8190.0
1693.44,70.0,8191.0
1693.65,69.0,8190.0
1693.85,68.0,8190.0
1694.05,67.0,8191.0
1694.25,66.0,8191.0
1694.45,65.0,8191.0
1694.65,64.0,8191.0
1694.86,63.0,8191.0
1695.06,62.0,8191.0
1695.26,61.0,1100.0
1695.46,60.0,8190.0
1695.66,59.0,761.0
1695.86,58.0,8190.0
1696.07,57.0,8190.0
1696.27,56.0,221.0
1696.47,55.0,172.0
1696.67,54.0,162.0
1696.87,53.0,149.0
1697.07,52.0,137.0
1697.28,51.0,134.0
1697.48,50.0,125.0
1697.68,49.0,117.0
1697.88,48.0,113.0
1698.08,47.0,110.0
1698.29,46.0,104.0
1698.49,45.0,104.0
1698.69,44.0,103.0
1698.89,43.0,98.0
1699.09,42.0,98.0
1699.29,41.0,101.0
1699.5,40.0,102.0
1699.7,39.0,103.0
1699.9,38.0,101.0
1700.1,37.0,102.0
1700.3,36.0,102.0
1700.5,35.0,102.0
1700.7,34.0,103.0
1700.91,33.0,100.0
1701.11,32.0,102.0
1701.31,31.0,101.0
1701.51,30.0,103.0
1701.71,29.0,106.0
1701.92,28.0,105.0
1702.12,27.0,103.0
1702.32,26.0,104.0
1702.52,25.0,103.0
1702.72,24.0,103.0
1702.92,23.0,105.0
1703.13,22.0,104.0
1703.33,21.0,106.0
1703.53,20.0,106.0
1703.73,19.0,106.0
1703.93,18.0,105.0
1704.13,17.0,107.0
1704.34,16.0,109.0
1704.54,15.0,105.0
1704.74,14.0,108.0
1704.94,13.0,107.0
1705.14,12.0,109.0
1705.34,11.0,108.0
1705.55,10.0,112.0
1705.75,9.0,111.0
1705.95,8.0,112.0
1706.15,7.0,108.0
1706.35,6.0,112.0
1706.55,5.0,113.0
1706.76,4.0,114.0
1706.96,3.0,113.0
1707.16,2.0,118.0
1707.36,1.0,121.0
1707.56,0.0,123.0
1707.76,-1.0,121.0
1707.97,0.0,121.0
1708.17,1.0,121.0
1708.37,2.0,115.0
1708.57,3.0,116.0
1708.77,4.0,112.0
